title,company,link,keyword
Director Data Science,Publicis Sapient,https://in.linkedin.com/jobs/view/director-data-science-at-publicis-sapient-4205699628?position=9&pageNum=0&refId=v3d1UnRMKk%2Fbk80GGkwmDA%3D%3D&trackingId=64pc2lMrgzWfxF6Rqm6wYw%3D%3D,Gen AI
Artificial Intelligence Researcher,DevLand.AI,https://in.linkedin.com/jobs/view/artificial-intelligence-researcher-at-devland-ai-4215556043?position=10&pageNum=0&refId=v3d1UnRMKk%2Fbk80GGkwmDA%3D%3D&trackingId=ZN72z5IuKbRy%2F0xiXMIjFw%3D%3D,Gen AI
SaT-DnA-Data Science Gen AI-Assistant Director,EY,https://in.linkedin.com/jobs/view/sat-dna-data-science-gen-ai-assistant-director-at-ey-4200677497?position=11&pageNum=0&refId=v3d1UnRMKk%2Fbk80GGkwmDA%3D%3D&trackingId=4NuMpw21nzKVNQYvksgNtA%3D%3D,Gen AI
Technology Lead,Infosys,https://in.linkedin.com/jobs/view/technology-lead-at-infosys-4215809077?position=12&pageNum=0&refId=v3d1UnRMKk%2Fbk80GGkwmDA%3D%3D&trackingId=nqAKZKkT1Q2CCpBgiHsXiw%3D%3D,Gen AI
Senior Data Scientist- Gen Ai,StockGro,https://in.linkedin.com/jobs/view/senior-data-scientist-gen-ai-at-stockgro-4218714921?position=13&pageNum=0&refId=v3d1UnRMKk%2Fbk80GGkwmDA%3D%3D&trackingId=VazRFsbMhjbzISb%2Bsh7pug%3D%3D,Gen AI
VP Engineering,Publicis Sapient,https://in.linkedin.com/jobs/view/vp-engineering-at-publicis-sapient-4205697861?position=14&pageNum=0&refId=v3d1UnRMKk%2Fbk80GGkwmDA%3D%3D&trackingId=dNd1nwjFAVnOPmroxyZFVA%3D%3D,Gen AI
Senior Associate L2 - DS-AI & Machine Learning,Publicis Sapient,https://in.linkedin.com/jobs/view/senior-associate-l2-ds-ai-machine-learning-at-publicis-sapient-4096699637?position=15&pageNum=0&refId=v3d1UnRMKk%2Fbk80GGkwmDA%3D%3D&trackingId=%2B3lW4HfNaEbaiWR4bIWUVQ%3D%3D,Gen AI
Digital Transformation Manager,Concentrix,https://in.linkedin.com/jobs/view/digital-transformation-manager-at-concentrix-4218717995?position=16&pageNum=0&refId=v3d1UnRMKk%2Fbk80GGkwmDA%3D%3D&trackingId=UDMA2pjHEQL81GlH4yn1aQ%3D%3D,Gen AI
Staff Data Scientist,Netradyne,https://in.linkedin.com/jobs/view/staff-data-scientist-at-netradyne-4215842217?position=17&pageNum=0&refId=v3d1UnRMKk%2Fbk80GGkwmDA%3D%3D&trackingId=Gkr2wNT6snmlkjFlfgFrSA%3D%3D,Gen AI
Staff Machine Learning Engineer,Netradyne,https://in.linkedin.com/jobs/view/staff-machine-learning-engineer-at-netradyne-4216106999?position=18&pageNum=0&refId=v3d1UnRMKk%2Fbk80GGkwmDA%3D%3D&trackingId=eqDfr3FsPIjobLUvUjg7MA%3D%3D,Gen AI
Technology Lead,Infosys,https://in.linkedin.com/jobs/view/technology-lead-at-infosys-4215823033?position=19&pageNum=0&refId=v3d1UnRMKk%2Fbk80GGkwmDA%3D%3D&trackingId=BdnyB%2BrC%2F6o3%2FEI%2BV5Uw%2Fg%3D%3D,Gen AI
Digital Marketing Specialist,upliance.ai,https://in.linkedin.com/jobs/view/digital-marketing-specialist-at-upliance-ai-4216639081?position=20&pageNum=0&refId=v3d1UnRMKk%2Fbk80GGkwmDA%3D%3D&trackingId=twhQB5GXpts1w0LUYGRj2A%3D%3D,Gen AI
Delivery Leader/Client Partner Microsoft Business Unit,Techs to Suit Inc,https://in.linkedin.com/jobs/view/delivery-leader-client-partner-microsoft-business-unit-at-techs-to-suit-inc-4208643810?position=21&pageNum=0&refId=v3d1UnRMKk%2Fbk80GGkwmDA%3D%3D&trackingId=f%2Fh%2BWG%2F90tLXZTp2e44rVQ%3D%3D,Gen AI
JAVA Gen AI Lead,Mphasis,https://in.linkedin.com/jobs/view/java-gen-ai-lead-at-mphasis-4215826315?position=22&pageNum=0&refId=v3d1UnRMKk%2Fbk80GGkwmDA%3D%3D&trackingId=rfVdI1jOYFr1s%2FmoumKjSw%3D%3D,Gen AI
PS|Associate Director Product Management|General|Delivery|Product|Product Management|Product Owner,Publicis Sapient,https://in.linkedin.com/jobs/view/ps-associate-director-product-management-general-delivery-product-product-management-product-owner-at-publicis-sapient-4206003163?position=23&pageNum=0&refId=v3d1UnRMKk%2Fbk80GGkwmDA%3D%3D&trackingId=hO9RjGsZUUYDseONWZw1OA%3D%3D,Gen AI
Software Development Engineer 3,Publicis Sapient,https://in.linkedin.com/jobs/view/software-development-engineer-3-at-publicis-sapient-4118608439?position=24&pageNum=0&refId=v3d1UnRMKk%2Fbk80GGkwmDA%3D%3D&trackingId=hdhb%2Bm0WMt5SqVsf3unGqQ%3D%3D,Gen AI
Technology Architect,Infosys,https://in.linkedin.com/jobs/view/technology-architect-at-infosys-4215821426?position=25&pageNum=0&refId=v3d1UnRMKk%2Fbk80GGkwmDA%3D%3D&trackingId=5PRmTKa19lUlAYlVptxVYg%3D%3D,Gen AI
Senior Principal Software Engineer,Oracle,https://in.linkedin.com/jobs/view/senior-principal-software-engineer-at-oracle-4215818119?position=26&pageNum=0&refId=v3d1UnRMKk%2Fbk80GGkwmDA%3D%3D&trackingId=QFOhDVrTHmpinPGUCYLh7g%3D%3D,Gen AI
"VP Sales - Treasury, Trade & Commercial Borrowings",Talasha,https://in.linkedin.com/jobs/view/vp-sales-treasury-trade-commercial-borrowings-at-talasha-4214264765?position=27&pageNum=0&refId=v3d1UnRMKk%2Fbk80GGkwmDA%3D%3D&trackingId=8jm%2F6JWd7DADgvNci3%2FL%2Bg%3D%3D,Gen AI
Global SOC Cloud and XDR Lead,Kyndryl India,https://in.linkedin.com/jobs/view/global-soc-cloud-and-xdr-lead-at-kyndryl-india-4215860985?position=28&pageNum=0&refId=v3d1UnRMKk%2Fbk80GGkwmDA%3D%3D&trackingId=4iFAa2hBHNkRV11GrjekUQ%3D%3D,Gen AI
Senior Architect,Greenway Health,https://in.linkedin.com/jobs/view/senior-architect-at-greenway-health-4215828175?position=29&pageNum=0&refId=v3d1UnRMKk%2Fbk80GGkwmDA%3D%3D&trackingId=eMiumrHxzF5G2%2BalFM66zQ%3D%3D,Gen AI
Solution Architect,hackajob,https://in.linkedin.com/jobs/view/solution-architect-at-hackajob-4215825109?position=30&pageNum=0&refId=v3d1UnRMKk%2Fbk80GGkwmDA%3D%3D&trackingId=wgSZcb4BbX%2BVvAe05ii4SQ%3D%3D,Gen AI
Staff Android,Angel One,https://in.linkedin.com/jobs/view/staff-android-at-angel-one-4216665944?position=31&pageNum=0&refId=v3d1UnRMKk%2Fbk80GGkwmDA%3D%3D&trackingId=z2BQn6sQC6mf5qWt2ISjww%3D%3D,Gen AI
"Principal Design Verification Engineer (Switching , Data path)",Mulya Technologies,https://in.linkedin.com/jobs/view/principal-design-verification-engineer-switching-data-path-at-mulya-technologies-4218464617?position=32&pageNum=0&refId=v3d1UnRMKk%2Fbk80GGkwmDA%3D%3D&trackingId=AfQC5%2BEputu6PvqD5DwAcg%3D%3D,Gen AI
SCT-Tech Enablement-Aera Decision Intelligence-Staff-GDS02,EY,https://in.linkedin.com/jobs/view/sct-tech-enablement-aera-decision-intelligence-staff-gds02-at-ey-4215834539?position=33&pageNum=0&refId=v3d1UnRMKk%2Fbk80GGkwmDA%3D%3D&trackingId=QpsNPg7oOr%2Bfh9jw7KBYzw%3D%3D,Gen AI
Principal Physical Design Engineer - STA,Mulya Technologies,https://in.linkedin.com/jobs/view/principal-physical-design-engineer-sta-at-mulya-technologies-4217488264?position=34&pageNum=0&refId=v3d1UnRMKk%2Fbk80GGkwmDA%3D%3D&trackingId=yVwPJ%2B%2BD6s%2FJ6wWR6wvKEg%3D%3D,Gen AI
Senior Principal Design Verification Engineer (PCIe Gen7.0 / Gen6.0 / Gen 5.0),Mulya Technologies,https://in.linkedin.com/jobs/view/senior-principal-design-verification-engineer-pcie-gen7-0-gen6-0-gen-5-0-at-mulya-technologies-4218178867?position=35&pageNum=0&refId=v3d1UnRMKk%2Fbk80GGkwmDA%3D%3D&trackingId=QKTjpaWavQGktwnpKNf6tg%3D%3D,Gen AI
Principal Design Verification Engineer (DDR7 / DDR6 / DDR5),Mulya Technologies,https://in.linkedin.com/jobs/view/principal-design-verification-engineer-ddr7-ddr6-ddr5-at-mulya-technologies-4218449592?position=36&pageNum=0&refId=v3d1UnRMKk%2Fbk80GGkwmDA%3D%3D&trackingId=uNAV%2BrxKHoqEzu2EUirjmQ%3D%3D,Gen AI
Senior Manager Technology - Java Microservices,Publicis Sapient,https://in.linkedin.com/jobs/view/senior-manager-technology-java-microservices-at-publicis-sapient-4204630683?position=37&pageNum=0&refId=v3d1UnRMKk%2Fbk80GGkwmDA%3D%3D&trackingId=dM6rTTL8VoPTs5lUefqr1g%3D%3D,Gen AI
TTT - Rapid App - Tax Senior,EY,https://in.linkedin.com/jobs/view/ttt-rapid-app-tax-senior-at-ey-4216695258?position=38&pageNum=0&refId=v3d1UnRMKk%2Fbk80GGkwmDA%3D%3D&trackingId=5g5hxCCWyl%2Fd6Wpp0fvkjw%3D%3D,Gen AI
PS|Director Technology|Java Microservices|Delivery|Engineering|Java|Engineering Lead,Publicis Sapient,https://in.linkedin.com/jobs/view/ps-director-technology-java-microservices-delivery-engineering-java-engineering-lead-at-publicis-sapient-4203673201?position=39&pageNum=0&refId=v3d1UnRMKk%2Fbk80GGkwmDA%3D%3D&trackingId=C6tPQyxQAQMzbvz18Fevog%3D%3D,Gen AI
PS|Director Technology|Java Microservices|Delivery|Engineering|Java|Engineering Lead,Publicis Sapient,https://in.linkedin.com/jobs/view/ps-director-technology-java-microservices-delivery-engineering-java-engineering-lead-at-publicis-sapient-4206055023?position=40&pageNum=0&refId=v3d1UnRMKk%2Fbk80GGkwmDA%3D%3D&trackingId=zT%2BleQCY5TRUlzBgTDNfiw%3D%3D,Gen AI
Senior Data Scientist,Razorpay,https://in.linkedin.com/jobs/view/senior-data-scientist-at-razorpay-4215836930?position=1&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=p%2B2YPEm0eH%2B5UyvGgft5rQ%3D%3D,Data Scientist
Data Scientist,Licious,https://in.linkedin.com/jobs/view/data-scientist-at-licious-4215838628?position=2&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=lKv0pP8k9NKHm676FjtecQ%3D%3D,Data Scientist
Python Specialist,Tata Elxsi,https://in.linkedin.com/jobs/view/python-specialist-at-tata-elxsi-4215890107?position=3&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=yhk0Y1HyLUni%2B2SQSxH18g%3D%3D,Data Scientist
AI/ML Engineer – Python & GenAI Development,Siemens,https://in.linkedin.com/jobs/view/ai-ml-engineer-%E2%80%93-python-genai-development-at-siemens-4215867169?position=4&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=DT1qwg5yCyRSNfv6GdtW%2BA%3D%3D,Data Scientist
Automation Developer,IBM,https://in.linkedin.com/jobs/view/automation-developer-at-ibm-4200674980?position=5&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=RriFsngAEJPi9poQLKrb%2FQ%3D%3D,Data Scientist
AI/ML Engineer – Python & GenAI Development,Siemens,https://in.linkedin.com/jobs/view/ai-ml-engineer-%E2%80%93-python-genai-development-at-siemens-4215865272?position=6&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=mwja9KreJZWK2uPH6tHrOg%3D%3D,Data Scientist
Machine Learning Engineer,Reveal HealthTech,https://in.linkedin.com/jobs/view/machine-learning-engineer-at-reveal-healthtech-4218678662?position=7&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=sSD2F8Yi1sHQyMywTMHYBw%3D%3D,Data Scientist
Machine Learning Scientist,Algonomy,https://in.linkedin.com/jobs/view/machine-learning-scientist-at-algonomy-4215820432?position=8&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=y3uD88Zczu6rHscuDF22Aw%3D%3D,Data Scientist
Machine Learning Engineer (Risk),SHIELD,https://in.linkedin.com/jobs/view/machine-learning-engineer-risk-at-shield-4203215199?position=9&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=sgQPYH35NQtM0WRc6c6VXA%3D%3D,Data Scientist
Associate,PwC India,https://in.linkedin.com/jobs/view/associate-at-pwc-india-4035187281?position=10&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=sv0GeFjFpIxVHFFSSgz3TQ%3D%3D,Data Scientist
Data Scientist - 2,SatSure,https://in.linkedin.com/jobs/view/data-scientist-2-at-satsure-4215807899?position=11&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=wYdNZBYHnDMyLJMsAQfVtg%3D%3D,Data Scientist
Machine Learning Engineer,Alt Carbon,https://in.linkedin.com/jobs/view/machine-learning-engineer-at-alt-carbon-4215846591?position=12&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=de7WDPEMGzZw%2FIPhakpLhQ%3D%3D,Data Scientist
Python Developer,LTIMindtree,https://in.linkedin.com/jobs/view/python-developer-at-ltimindtree-4215831045?position=13&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=5vnRseVIWNyLx90gm%2FeaZQ%3D%3D,Data Scientist
AI/ML Engineer,Polestar Solutions & Services,https://in.linkedin.com/jobs/view/ai-ml-engineer-at-polestar-solutions-services-4215868257?position=14&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=fg3YLCC13BkK2P2e1tbyIQ%3D%3D,Data Scientist
Data Scientist - Digital Data Analytics,Assembly Global,https://in.linkedin.com/jobs/view/data-scientist-digital-data-analytics-at-assembly-global-4215828206?position=15&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=An1iwS8sXuewesVHtx1smw%3D%3D,Data Scientist
Data Scientist - 3,SatSure,https://in.linkedin.com/jobs/view/data-scientist-3-at-satsure-4215813110?position=16&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=wvM%2BplRfKJNDY0vnlcvEWA%3D%3D,Data Scientist
Data Scientist,Awign,https://in.linkedin.com/jobs/view/data-scientist-at-awign-4218721421?position=17&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=fFVkevgGov2tGY1pBoEq2w%3D%3D,Data Scientist
Data Scientist 2,PayPal,https://in.linkedin.com/jobs/view/data-scientist-2-at-paypal-4216664649?position=18&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=Z9M27Mq0Czhs9BeHOZNslw%3D%3D,Data Scientist
Python Developer,Infrrd,https://in.linkedin.com/jobs/view/python-developer-at-infrrd-4218736420?position=19&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=zW3%2BACcDrmIICgnPC5mjnw%3D%3D,Data Scientist
Machine Learning Engineer,Elucidata,https://in.linkedin.com/jobs/view/machine-learning-engineer-at-elucidata-4218653186?position=20&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=RPZcSwFH7%2BAxs1RsAm48Aw%3D%3D,Data Scientist
Data Scientist,Gramener,https://in.linkedin.com/jobs/view/data-scientist-at-gramener-4215579039?position=21&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=nXxzU04QFlPOyfaSMgFinQ%3D%3D,Data Scientist
AI Specialist and Data Engineer,Nielsen,https://in.linkedin.com/jobs/view/ai-specialist-and-data-engineer-at-nielsen-4218733268?position=22&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=v%2Bih2cSSuM43F0LPsauzwg%3D%3D,Data Scientist
Sr Data Scientist,Nokia,https://in.linkedin.com/jobs/view/sr-data-scientist-at-nokia-4216658991?position=23&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=v1GeXBfjnMKvGtg8iWmgOw%3D%3D,Data Scientist
Senior Data Scientist- Gen Ai,StockGro,https://in.linkedin.com/jobs/view/senior-data-scientist-gen-ai-at-stockgro-4218714921?position=24&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=qDTmNWeL4xzYn6r7ZXMFeg%3D%3D,Data Scientist
SDE I,Livspace,https://in.linkedin.com/jobs/view/sde-i-at-livspace-4215830449?position=25&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=qSQAMBi46k1%2B%2FG5E6ByQWg%3D%3D,Data Scientist
Director Data Science,Publicis Sapient,https://in.linkedin.com/jobs/view/director-data-science-at-publicis-sapient-4205699628?position=26&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=LtFg7LbaMCwX4Z4n3Ad7Gw%3D%3D,Data Scientist
Gen AI Researcher,HCLTech,https://in.linkedin.com/jobs/view/gen-ai-researcher-at-hcltech-4216659912?position=27&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=J41bduzBlt369knS7N5vbA%3D%3D,Data Scientist
"Mid Data Science & AIML, GenAI Lead/Engineer",NTT DATA North America,https://in.linkedin.com/jobs/view/mid-data-science-aiml-genai-lead-engineer-at-ntt-data-north-america-4206579267?position=28&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=LVBPnrUz0BxKcao6%2BS1omg%3D%3D,Data Scientist
"Mid Data Science & AIML, GenAI Lead/Engineer",NTT DATA North America,https://in.linkedin.com/jobs/view/mid-data-science-aiml-genai-lead-engineer-at-ntt-data-north-america-4206577407?position=29&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=7PE9lRnOwIsMOMGnpGFlIQ%3D%3D,Data Scientist
"Mid Data Science & AIML, GenAI Lead/Engineer",NTT DATA North America,https://in.linkedin.com/jobs/view/mid-data-science-aiml-genai-lead-engineer-at-ntt-data-north-america-4206577406?position=30&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=yZUqMeQ6pQ89vhFoaGVDNg%3D%3D,Data Scientist
"Mid Data Science & AIML, GenAI Lead/Engineer",NTT DATA North America,https://in.linkedin.com/jobs/view/mid-data-science-aiml-genai-lead-engineer-at-ntt-data-north-america-4206574823?position=31&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=YQT%2BSPI8AuDk26qqNd1aUw%3D%3D,Data Scientist
Artificial Intelligence Engineer,Easyship,https://in.linkedin.com/jobs/view/artificial-intelligence-engineer-at-easyship-4215895384?position=32&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=E9XvZAZiqEWn9Jmz%2BiHHig%3D%3D,Data Scientist
Python Fast API Developer,Gramener,https://in.linkedin.com/jobs/view/python-fast-api-developer-at-gramener-4215575457?position=33&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=Wi6fndbmpAIS5e1GyRv%2F7w%3D%3D,Data Scientist
Python Developer,Tech Mahindra,https://in.linkedin.com/jobs/view/python-developer-at-tech-mahindra-4216087177?position=34&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=1dXstzAhhGs9B1og27Tbxw%3D%3D,Data Scientist
"Mid Data Science & AIML, GenAI Lead/Engineer",NTT DATA North America,https://in.linkedin.com/jobs/view/mid-data-science-aiml-genai-lead-engineer-at-ntt-data-north-america-4206581029?position=35&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=BBRCkiRACXJnj5%2Fhfv%2B2Lw%3D%3D,Data Scientist
AI Agentic + DL,LTIMindtree,https://in.linkedin.com/jobs/view/ai-agentic-%2B-dl-at-ltimindtree-4215817860?position=36&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=18pMK6KvYGMpnLHrGLasYg%3D%3D,Data Scientist
Senior ML Engineer,Standard Chartered India,https://in.linkedin.com/jobs/view/senior-ml-engineer-at-standard-chartered-india-4215863755?position=37&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=fMPoyx7hlRn74BT8FZfw7A%3D%3D,Data Scientist
Software Engineer - Machine Learning/Agents and LLMs,Letterdrop,https://in.linkedin.com/jobs/view/software-engineer-machine-learning-agents-and-llms-at-letterdrop-4215891230?position=38&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=PIfK3otpJjtXbR%2BoItEnrg%3D%3D,Data Scientist
Staff ML Scientist,Visa,https://in.linkedin.com/jobs/view/staff-ml-scientist-at-visa-4215857656?position=39&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=5XA2zPVaPQoF5qnSiZPSfA%3D%3D,Data Scientist
Gen AI/ ML Engineer,Prana Tree,https://in.linkedin.com/jobs/view/gen-ai-ml-engineer-at-prana-tree-4215818549?position=40&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=9dmmPz%2FqvR4Dgo6euQ5G%2Bw%3D%3D,Data Scientist
Python Developer,Tata Consultancy Services,https://in.linkedin.com/jobs/view/python-developer-at-tata-consultancy-services-4215837163?position=41&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=a%2FBlzNunO9IRybP0OqyAnA%3D%3D,Data Scientist
SDET I - Remote,Sprinto,https://in.linkedin.com/jobs/view/sdet-i-remote-at-sprinto-4211189582?position=42&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=NcNt2%2BcOcXNYyreAq5RdYA%3D%3D,Data Scientist
Machine Learning Engineer - 16 LPA,"Trilyon, Inc.",https://in.linkedin.com/jobs/view/machine-learning-engineer-16-lpa-at-trilyon-inc-4215841129?position=43&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=FalXwuYy6B8RrgTJm0tAIw%3D%3D,Data Scientist
Artificial Intelligence Specialist,AhinsaAI,https://in.linkedin.com/jobs/view/artificial-intelligence-specialist-at-ahinsaai-4215881527?position=44&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=Rzc0qm95bMbOcB%2BarhhZkw%3D%3D,Data Scientist
Senior Lead AI Scientist,ZS,https://in.linkedin.com/jobs/view/senior-lead-ai-scientist-at-zs-4216655304?position=45&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=1M4CHAV8qolupr58gN1ceA%3D%3D,Data Scientist
Computer Vision Engineer,Weekday AI (YC W21),https://in.linkedin.com/jobs/view/computer-vision-engineer-at-weekday-ai-yc-w21-4218731894?position=46&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=464biKoYaJ481Er5Cqvcbg%3D%3D,Data Scientist
Gen AI Developer,Infosys,https://in.linkedin.com/jobs/view/gen-ai-developer-at-infosys-4215818838?position=47&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=bgaTO6tF9ZD2y8EALHR3WA%3D%3D,Data Scientist
Software Development Engineer 1 (SDE-1),Publicis Sapient,https://in.linkedin.com/jobs/view/software-development-engineer-1-sde-1-at-publicis-sapient-4096697782?position=48&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=Kj6uViTVakyrjzIVyL1WHg%3D%3D,Data Scientist
SDET_Automation Engineer (Python/Java)4-6yrs,Nutanix,https://in.linkedin.com/jobs/view/sdet-automation-engineer-python-java-4-6yrs-at-nutanix-4212174525?position=49&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=YlGFGUfR%2B3iDVwaRXpgUkQ%3D%3D,Data Scientist
Software Developer - Consultant,Deloitte,https://in.linkedin.com/jobs/view/software-developer-consultant-at-deloitte-4202767120?position=50&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=FUoqI80mQPRC6JgB8ZB%2BVQ%3D%3D,Data Scientist
Senior Data Scientist,Loopio,https://in.linkedin.com/jobs/view/senior-data-scientist-at-loopio-4216096061?position=51&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=A2FzY65dTKEdhxw79vQrjA%3D%3D,Data Scientist
Machine Learning Engineer,micro1,https://in.linkedin.com/jobs/view/machine-learning-engineer-at-micro1-4218675799?position=52&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=MuUhEmq2arSH3xC70vmMtA%3D%3D,Data Scientist
Machine Learning Engineer,ClanX,https://in.linkedin.com/jobs/view/machine-learning-engineer-at-clanx-4216665365?position=53&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=O%2Bhg%2FLA9plyhsNQ43FbJRg%3D%3D,Data Scientist
SDET_Automation Engineer (Python/Java)4-6yrs-2,Nutanix,https://in.linkedin.com/jobs/view/sdet-automation-engineer-python-java-4-6yrs-2-at-nutanix-4218733279?position=54&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=BIl1f6pcgIeOIOvEUkmu1w%3D%3D,Data Scientist
Gojek - Software Engineer,GoTo Group,https://in.linkedin.com/jobs/view/gojek-software-engineer-at-goto-group-4216673877?position=55&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=6yHEjCJomcFZYgT0nhS1uA%3D%3D,Data Scientist
SD1 - iOS Engineer,Jar,https://in.linkedin.com/jobs/view/sd1-ios-engineer-at-jar-4215831906?position=56&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=V17JP6AoUKldNRLcPA78%2Fg%3D%3D,Data Scientist
AI Engineer LMTS,Salesforce,https://in.linkedin.com/jobs/view/ai-engineer-lmts-at-salesforce-4218732992?position=57&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=6fXKPjQUmBTW24VdevEYfg%3D%3D,Data Scientist
Principal Data Scientist,Ecolab,https://in.linkedin.com/jobs/view/principal-data-scientist-at-ecolab-4216691816?position=58&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=ZJZg8cZRCzkb%2FS1cVBNKmw%3D%3D,Data Scientist
Computer Scientist ( Backend ),Adobe,https://in.linkedin.com/jobs/view/computer-scientist-backend-at-adobe-4215861889?position=59&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=qC5zTmTPXW2hu8niPD9Syg%3D%3D,Data Scientist
SDET_Automation Engineer (Python/Java)6-8Yrs-2,Nutanix,https://in.linkedin.com/jobs/view/sdet-automation-engineer-python-java-6-8yrs-2-at-nutanix-4218732302?position=60&pageNum=0&refId=khthWDnkd6CJKsHX%2Flg7HA%3D%3D&trackingId=diWJU%2BQI8uqcSIXwF8M3ow%3D%3D,Data Scientist
Director Data Science,Publicis Sapient,https://in.linkedin.com/jobs/view/director-data-science-at-publicis-sapient-4205699628?position=1&pageNum=2&refId=LkhmGx4mPn0puYSRnliuwg%3D%3D&trackingId=%2B8msvx9tNnDDBxzoLUmEmw%3D%3D,Data Scientist
